customerID,SeniorCitizen,Tenure,Contract,InternetService,TechSupport,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,LatePayments,Churn
C000612,0,27,One year,DSL,Yes,Yes,Electronic check,93.95,2761.5,0,0,No
C000613,0,27,Two year,No internet,No,No,Electronic check,30.36,907.59,0,0,No
C000614,0,10,Month-to-month,DSL,No,No,Credit card,80.35,769.6,1,1,No
C000615,0,22,Month-to-month,Fiber optic,Yes,Yes,Electronic check,55.71,1235.26,1,0,No
C000616,0,25,One year,Fiber optic,Yes,Yes,Bank transfer,98.34,2390.73,0,1,No
C000617,0,10,Month-to-month,No internet,Yes,No,Credit card,52.1,497.28,1,1,Yes
C000618,0,40,Month-to-month,No internet,No,No,Credit card,47.66,1872.36,1,0,No
C000619,0,4,One year,Fiber optic,No,Yes,Bank transfer,90.04,363.95,0,2,No
C000620,0,15,One year,DSL,Yes,Yes,Credit card,18.0,284.24,2,1,No
C000621,0,18,Month-to-month,No internet,Yes,Yes,Mailed check,92.73,1525.12,2,1,Yes
C000622,1,30,Month-to-month,Fiber optic,No,Yes,Credit card,73.38,2191.53,1,1,No
C000623,0,29,Two year,DSL,Yes,No,Bank transfer,51.0,1394.87,2,1,No
C000624,0,62,Month-to-month,DSL,Yes,Yes,Electronic check,82.66,5578.12,0,0,No
C000625,0,9,One year,No internet,Yes,Yes,Credit card,53.87,536.62,1,0,No
C000626,0,19,Month-to-month,No internet,Yes,No,Electronic check,81.69,1512.84,4,1,No
C000627,0,8,Two year,Fiber optic,No,Yes,Credit card,68.28,524.56,1,2,No
C000628,0,29,Month-to-month,Fiber optic,Yes,No,Electronic check,84.98,2564.54,0,1,No
C000629,0,25,Month-to-month,Fiber optic,No,No,Bank transfer,42.07,1116.14,2,0,No
C000630,1,25,Month-to-month,No internet,Yes,Yes,Electronic check,49.08,1157.18,0,1,No
C000631,0,22,One year,Fiber optic,No,Yes,Mailed check,112.25,2413.0,3,2,No
C000632,0,52,Two year,Fiber optic,No,No,Mailed check,73.72,3907.82,1,1,No
C000633,1,72,Month-to-month,No internet,No,Yes,Credit card,61.42,4153.39,1,1,No
C000634,0,9,Month-to-month,Fiber optic,No,No,Electronic check,43.24,425.63,1,0,Yes
C000635,0,11,One year,Fiber optic,No,No,Bank transfer,52.88,584.85,3,1,No
C000636,1,21,One year,DSL,No,No,Credit card,71.84,1518.86,2,0,No
C000637,0,26,Month-to-month,Fiber optic,No,No,Electronic check,35.56,861.99,3,1,No
C000638,0,23,One year,No internet,Yes,Yes,Bank transfer,64.83,1605.85,2,0,No
C000639,1,25,Month-to-month,No internet,No,Yes,Electronic check,59.44,1368.94,0,0,No
C000640,0,24,Two year,DSL,No,No,Credit card,18.0,414.19,2,1,No
C000641,0,51,Month-to-month,DSL,Yes,Yes,Credit card,66.14,3259.73,1,0,No
C000642,0,17,One year,Fiber optic,No,No,Electronic check,96.57,1632.7,0,0,No
C000643,0,68,One year,No internet,Yes,No,Credit card,54.98,3422.98,1,0,No
C000644,0,50,One year,DSL,No,No,Mailed check,60.53,2891.22,2,0,No
C000645,0,23,Month-to-month,Fiber optic,Yes,No,Electronic check,72.38,1728.33,3,1,No
C000646,1,36,One year,DSL,Yes,Yes,Credit card,50.77,1827.58,1,0,No
C000647,0,26,One year,No internet,Yes,No,Mailed check,22.14,581.23,1,0,No
C000648,0,10,Month-to-month,Fiber optic,No,No,Electronic check,66.63,707.26,2,0,Yes
C000649,0,8,Month-to-month,DSL,Yes,Yes,Electronic check,54.68,450.38,1,0,No
C000650,0,17,Two year,Fiber optic,No,No,Credit card,49.65,897.58,1,0,No
C000651,0,29,One year,DSL,No,Yes,Credit card,100.67,2930.62,0,1,No
C000652,0,17,Month-to-month,Fiber optic,No,Yes,Mailed check,68.63,1106.47,2,1,No
C000653,0,59,One year,DSL,No,Yes,Mailed check,47.16,3068.28,3,2,No
C000654,0,45,Month-to-month,DSL,Yes,No,Bank transfer,48.64,1968.77,1,2,No
C000655,0,8,Month-to-month,DSL,Yes,No,Credit card,105.79,777.95,3,0,No
C000656,0,8,Two year,DSL,Yes,Yes,Electronic check,86.18,643.07,1,0,No
C000657,0,27,Month-to-month,Fiber optic,Yes,No,Credit card,21.26,657.44,2,1,No
C000658,0,29,Month-to-month,DSL,No,Yes,Credit card,81.04,2366.99,0,0,No
C000659,0,17,Month-to-month,Fiber optic,No,Yes,Mailed check,53.39,969.06,0,1,Yes
C000660,0,10,Month-to-month,No internet,No,Yes,Mailed check,51.22,465.05,0,2,Yes
C000661,1,21,Month-to-month,Fiber optic,Yes,No,Credit card,94.02,1847.61,0,1,No
C000662,0,17,Month-to-month,DSL,No,Yes,Mailed check,83.83,1455.72,2,0,No
C000663,0,9,Month-to-month,No internet,No,Yes,Mailed check,44.59,391.01,2,2,No
C000664,1,6,Month-to-month,DSL,No,Yes,Credit card,65.41,396.1,1,4,Yes
C000665,0,10,Month-to-month,DSL,Yes,No,Mailed check,81.86,850.49,0,0,No
C000666,0,72,Month-to-month,Fiber optic,No,Yes,Bank transfer,62.89,4564.14,1,0,No
C000667,0,4,One year,Fiber optic,No,Yes,Electronic check,76.27,307.43,2,0,Yes
C000668,0,6,Two year,DSL,No,No,Bank transfer,48.37,294.65,4,1,No
C000669,0,15,Month-to-month,Fiber optic,No,No,Mailed check,98.3,1459.69,2,1,Yes
C000670,0,21,One year,Fiber optic,No,No,Credit card,102.32,2194.45,1,3,Yes
C000671,1,18,Month-to-month,Fiber optic,Yes,Yes,Mailed check,49.32,942.05,0,1,Yes
C000672,0,36,Month-to-month,DSL,No,Yes,Credit card,30.25,1030.69,1,1,Yes
C000673,0,17,Month-to-month,Fiber optic,No,Yes,Mailed check,54.03,936.24,4,1,Yes
C000674,0,32,Two year,Fiber optic,No,No,Credit card,87.62,2961.65,0,0,No
C000675,0,65,Month-to-month,DSL,Yes,Yes,Mailed check,71.08,4579.05,0,0,No
C000676,0,53,Two year,Fiber optic,No,No,Bank transfer,64.51,3409.29,1,1,No
C000677,0,4,Month-to-month,Fiber optic,Yes,Yes,Electronic check,70.44,313.97,1,0,Yes
C000678,1,25,One year,Fiber optic,No,No,Bank transfer,28.78,770.25,0,0,No
C000679,0,9,Two year,Fiber optic,Yes,Yes,Bank transfer,64.79,665.45,0,1,No
C000680,0,13,Two year,No internet,Yes,Yes,Electronic check,63.3,918.1,0,0,No
C000681,0,16,Month-to-month,Fiber optic,No,Yes,Mailed check,50.02,786.55,0,1,No
C000682,0,23,Month-to-month,DSL,No,No,Credit card,85.75,1895.44,2,2,No
C000683,0,5,Month-to-month,No internet,Yes,Yes,Electronic check,49.43,243.59,1,0,No
C000684,0,24,One year,DSL,Yes,No,Mailed check,49.83,1262.3,1,2,No
C000685,0,9,Month-to-month,No internet,No,No,Credit card,83.46,598.39,3,0,Yes
C000686,0,9,Month-to-month,Fiber optic,Yes,No,Mailed check,81.79,740.52,1,0,Yes
C000687,0,32,Two year,Fiber optic,Yes,Yes,Electronic check,67.72,2331.9,1,0,No
C000688,0,46,Month-to-month,No internet,No,Yes,Mailed check,71.71,3318.47,1,0,No
C000689,0,9,Month-to-month,Fiber optic,Yes,No,Mailed check,75.72,697.09,0,0,Yes
C000690,0,5,Two year,No internet,No,Yes,Credit card,74.37,367.86,2,1,No
C000691,0,42,Month-to-month,No internet,No,Yes,Bank transfer,41.32,1565.91,2,0,No
C000692,0,8,Month-to-month,DSL,No,No,Credit card,86.88,737.1,0,0,No
C000693,0,55,Month-to-month,Fiber optic,Yes,No,Mailed check,116.48,6317.56,1,1,No
C000694,0,23,Month-to-month,Fiber optic,Yes,Yes,Credit card,75.61,1794.57,4,2,Yes
C000695,0,17,Month-to-month,DSL,No,Yes,Credit card,59.32,1013.14,1,1,No
C000696,0,15,One year,Fiber optic,No,Yes,Electronic check,95.42,1604.71,1,2,Yes
C000697,1,4,Two year,No internet,Yes,Yes,Bank transfer,81.72,337.28,3,0,No
C000698,0,22,One year,DSL,Yes,Yes,Credit card,47.14,1067.73,1,3,No
C000699,0,27,One year,DSL,No,Yes,Bank transfer,63.55,1711.89,0,2,No
C000700,0,1,Month-to-month,DSL,Yes,No,Credit card,51.53,49.17,0,2,Yes
C000701,0,21,One year,DSL,Yes,Yes,Electronic check,91.72,1979.79,0,0,No
C000702,0,14,One year,DSL,No,Yes,Bank transfer,33.03,494.27,1,1,No
C000703,0,17,One year,Fiber optic,Yes,No,Mailed check,97.45,1663.04,0,1,No
C000704,0,19,Two year,No internet,No,No,Electronic check,48.96,812.19,1,2,No
C000705,1,27,One year,Fiber optic,No,No,Credit card,73.45,1896.92,1,2,Yes
C000706,0,17,Month-to-month,Fiber optic,Yes,No,Mailed check,55.04,1048.29,1,1,No
C000707,0,29,One year,DSL,Yes,Yes,Bank transfer,75.59,2125.62,1,1,No
C000708,0,8,Month-to-month,DSL,No,No,Credit card,95.12,772.03,2,0,Yes
C000709,0,21,Month-to-month,No internet,No,Yes,Bank transfer,81.74,1525.41,1,0,No
C000710,1,6,One year,DSL,No,No,Electronic check,35.46,206.11,0,1,No
C000711,0,9,Two year,No internet,No,No,Electronic check,59.5,509.53,1,1,No
C000712,0,12,Month-to-month,DSL,No,Yes,Credit card,69.38,875.43,1,0,Yes
C000713,0,37,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,113.22,4362.24,1,0,No
C000714,0,7,One year,Fiber optic,Yes,Yes,Electronic check,53.12,385.44,1,0,No
C000715,0,7,Month-to-month,DSL,Yes,Yes,Electronic check,55.92,416.74,0,2,No
C000716,0,17,Month-to-month,DSL,No,Yes,Mailed check,46.55,771.04,1,1,No
C000717,0,18,Month-to-month,Fiber optic,No,No,Electronic check,64.67,1287.42,2,0,Yes
C000718,0,9,Month-to-month,DSL,Yes,Yes,Credit card,82.58,734.94,1,1,Yes
C000719,0,18,One year,DSL,Yes,Yes,Electronic check,41.11,783.63,2,0,No
C000720,0,30,One year,DSL,No,Yes,Credit card,101.24,3434.82,1,0,No
C000721,0,44,Month-to-month,DSL,Yes,Yes,Bank transfer,97.68,4178.51,2,0,No
C000722,1,14,Two year,Fiber optic,Yes,Yes,Bank transfer,86.21,1238.57,1,0,No
C000723,0,56,Two year,DSL,Yes,No,Bank transfer,81.68,4556.86,2,1,No
C000724,0,2,Month-to-month,DSL,No,No,Bank transfer,127.4,257.67,1,0,No
C000725,0,27,Month-to-month,Fiber optic,No,Yes,Electronic check,39.4,1086.99,2,1,No
C000726,1,31,Month-to-month,Fiber optic,No,No,Mailed check,52.18,1616.18,1,1,No
C000727,0,38,Two year,DSL,Yes,Yes,Electronic check,120.08,4582.97,0,0,No
C000728,0,14,Two year,No internet,No,No,Electronic check,35.19,515.4,0,0,No
C000729,1,40,Month-to-month,Fiber optic,Yes,Yes,Credit card,73.89,2730.2,0,0,No
C000730,0,12,Month-to-month,No internet,Yes,No,Credit card,61.68,709.84,0,1,No
C000731,0,50,Month-to-month,DSL,No,No,Bank transfer,42.49,2068.22,1,3,Yes
C000732,0,35,Month-to-month,DSL,Yes,Yes,Electronic check,42.17,1358.75,2,0,No
C000733,1,19,Two year,DSL,No,Yes,Bank transfer,60.61,1179.41,2,1,No
C000734,0,16,Month-to-month,No internet,No,No,Bank transfer,72.8,,0,1,Yes
C000735,0,19,Month-to-month,Fiber optic,Yes,No,Mailed check,78.37,1417.14,2,0,No
C000736,0,29,Month-to-month,No internet,Yes,Yes,Mailed check,80.9,2161.65,2,0,No
C000737,0,59,Month-to-month,Fiber optic,No,Yes,Bank transfer,67.75,3797.28,1,0,No
C000738,1,57,One year,DSL,No,No,Electronic check,66.8,3921.0,2,1,No
C000739,0,9,Month-to-month,Fiber optic,Yes,No,Mailed check,81.36,678.71,0,0,No
C000740,0,35,Month-to-month,DSL,No,Yes,Electronic check,50.02,1852.76,1,0,No
C000741,0,7,Month-to-month,Fiber optic,Yes,No,Mailed check,32.59,237.49,1,3,No
C000742,1,16,Two year,Fiber optic,Yes,Yes,Bank transfer,87.06,1421.75,2,1,No
C000743,0,21,One year,DSL,No,No,Mailed check,18.0,340.9,2,2,No
C000744,0,13,Month-to-month,No internet,No,Yes,Credit card,80.04,995.9,2,2,Yes
C000745,0,22,Two year,Fiber optic,Yes,No,Credit card,98.08,2300.05,2,4,No
C000746,0,5,Month-to-month,Fiber optic,No,Yes,Bank transfer,34.57,169.46,2,1,No
C000747,0,29,One year,Fiber optic,No,No,Credit card,18.0,499.65,3,2,No
C000748,1,25,Month-to-month,DSL,No,Yes,Mailed check,44.5,1067.6,2,0,Yes
C000749,0,6,Two year,Fiber optic,No,Yes,Electronic check,73.69,453.61,1,0,No
C000750,0,16,Month-to-month,Fiber optic,No,Yes,Credit card,41.61,594.24,0,1,Yes
C000751,0,17,Month-to-month,Fiber optic,No,Yes,Electronic check,91.92,1663.58,1,0,No
C000752,0,4,One year,DSL,Yes,Yes,Bank transfer,82.13,334.04,3,0,Yes
C000753,0,6,Month-to-month,DSL,No,No,Bank transfer,41.06,231.77,0,0,Yes
C000754,0,50,Month-to-month,No internet,Yes,No,Electronic check,85.26,4431.88,0,1,No
C000755,0,22,Month-to-month,Fiber optic,Yes,No,Electronic check,29.7,548.72,3,0,Yes
C000756,0,12,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,54.53,607.65,1,1,Yes
C000757,0,3,Month-to-month,Fiber optic,No,Yes,Credit card,71.67,219.58,2,0,Yes
C000758,0,35,Month-to-month,No internet,No,Yes,Mailed check,99.32,3798.36,1,0,No
C000759,0,12,Month-to-month,DSL,No,Yes,Mailed check,85.84,959.1,2,2,No
C000760,0,36,Month-to-month,No internet,No,Yes,Bank transfer,103.68,3424.32,0,0,Yes
C000761,0,43,Month-to-month,DSL,No,Yes,Bank transfer,29.42,1263.24,1,0,No
C000762,0,20,One year,Fiber optic,Yes,Yes,Mailed check,130.0,2621.36,2,2,Yes
C000763,0,30,Month-to-month,DSL,No,Yes,Bank transfer,43.71,1254.45,0,1,No
C000764,0,60,Month-to-month,DSL,No,Yes,Bank transfer,72.91,4177.2,2,0,No
C000765,0,54,Month-to-month,Fiber optic,No,Yes,Credit card,105.36,6235.4,0,0,Yes
C000766,0,29,One year,Fiber optic,No,Yes,Bank transfer,78.91,2165.58,1,0,No
C000767,0,21,Month-to-month,Fiber optic,No,No,Bank transfer,96.36,1830.96,3,2,Yes
C000768,1,11,Month-to-month,Fiber optic,No,Yes,Electronic check,34.98,376.09,1,1,No
C000769,0,16,One year,No internet,No,Yes,Electronic check,37.55,649.2,0,0,No
C000770,0,11,Month-to-month,DSL,No,Yes,Credit card,54.75,628.59,1,0,No
C000771,0,2,Two year,DSL,No,Yes,Electronic check,51.66,103.29,1,1,Yes
C000772,0,39,Two year,Fiber optic,Yes,No,Mailed check,68.73,2477.2,0,2,No
C000773,1,14,Month-to-month,Fiber optic,Yes,No,Credit card,57.7,805.03,2,0,No
C000774,0,14,One year,DSL,Yes,No,Electronic check,36.49,599.95,0,0,No
C000775,1,23,Month-to-month,Fiber optic,No,No,Bank transfer,71.51,1707.95,2,0,Yes
C000776,1,25,Month-to-month,Fiber optic,No,Yes,Electronic check,30.41,809.73,1,1,No
C000777,0,24,Month-to-month,No internet,Yes,Yes,Bank transfer,48.33,1051.39,2,0,No
C000778,1,40,One year,No internet,No,Yes,Credit card,73.91,2888.74,0,0,No
C000779,1,37,Two year,No internet,No,Yes,Credit card,43.21,1547.96,0,0,No
C000780,0,34,Month-to-month,DSL,No,No,Credit card,65.4,2459.88,2,0,No
C000781,1,65,One year,No internet,No,No,Mailed check,82.38,5271.05,1,2,No
C000782,0,29,Month-to-month,Fiber optic,No,No,Mailed check,103.39,2992.31,1,1,Yes
C000783,0,72,Month-to-month,DSL,Yes,Yes,Electronic check,96.27,6741.32,0,1,No
C000784,0,14,Two year,No internet,No,Yes,Electronic check,88.25,1025.94,0,2,No
C000785,1,24,One year,DSL,No,No,Bank transfer,78.41,2014.46,0,0,No
C000786,1,24,Month-to-month,Fiber optic,No,No,Electronic check,34.1,726.45,1,3,Yes
C000787,1,9,Two year,Fiber optic,Yes,No,Credit card,44.24,384.98,2,2,No
C000788,0,24,Month-to-month,No internet,Yes,Yes,Electronic check,43.79,952.9,0,0,No
C000789,0,29,Month-to-month,Fiber optic,No,Yes,Bank transfer,52.09,1458.41,0,1,Yes
C000790,0,60,Month-to-month,No internet,No,Yes,Mailed check,62.37,3643.94,2,1,No
C000791,0,6,Two year,DSL,No,No,Bank transfer,41.7,242.86,1,0,No
C000792,0,25,Month-to-month,DSL,Yes,No,Bank transfer,54.77,1490.63,1,0,No
C000793,0,11,Two year,DSL,Yes,Yes,Electronic check,93.99,960.71,2,0,No
C000794,0,24,One year,Fiber optic,No,No,Credit card,54.66,1289.12,0,0,Yes
C000795,0,19,Month-to-month,Fiber optic,No,Yes,Bank transfer,18.0,353.63,0,1,No
C000796,0,13,One year,DSL,No,No,Bank transfer,58.6,743.94,0,1,No
C000797,0,9,Month-to-month,DSL,Yes,No,Bank transfer,62.04,541.57,2,0,No
C000798,0,14,One year,Fiber optic,Yes,Yes,Mailed check,56.64,886.89,0,3,No
C000799,0,14,One year,Fiber optic,No,No,Credit card,119.81,1758.19,1,0,No
C000800,0,23,One year,Fiber optic,No,Yes,Mailed check,89.21,1951.12,1,0,No
C000801,0,14,Two year,Fiber optic,Yes,Yes,Electronic check,108.58,1545.96,0,1,No
C000802,0,43,Month-to-month,No internet,No,Yes,Bank transfer,50.19,2044.04,1,1,Yes
C000803,0,20,Two year,Fiber optic,Yes,Yes,Credit card,84.88,1746.41,0,0,No
C000804,0,7,Month-to-month,Fiber optic,No,No,Credit card,71.97,461.08,1,1,Yes
C000805,0,9,One year,Fiber optic,Yes,Yes,Bank transfer,63.49,599.89,0,0,Yes
C000806,0,39,Two year,DSL,No,No,Mailed check,44.54,1778.87,0,1,No
C000807,1,39,Two year,DSL,Yes,Yes,Bank transfer,71.1,2833.49,0,0,No
C000808,0,12,Month-to-month,Fiber optic,Yes,No,Bank transfer,18.0,216.23,1,0,No
C000809,0,48,Month-to-month,Fiber optic,No,No,Credit card,89.83,4375.79,3,1,No
C000810,0,6,Two year,DSL,No,No,Credit card,130.0,740.15,1,0,No
C000811,0,6,Two year,Fiber optic,Yes,Yes,Bank transfer,103.18,622.17,0,0,No
C000812,0,19,Month-to-month,DSL,No,Yes,Credit card,18.0,354.71,2,1,No
C000813,0,8,Two year,No internet,Yes,Yes,Bank transfer,70.44,579.0,0,2,No
C000814,0,3,Month-to-month,Fiber optic,No,Yes,Credit card,46.56,131.98,0,0,No
C000815,1,24,Month-to-month,DSL,Yes,No,Bank transfer,50.02,1243.01,3,2,No
C000816,0,31,One year,DSL,Yes,No,Electronic check,58.71,1690.36,1,0,No
C000817,0,29,Month-to-month,DSL,Yes,No,Bank transfer,95.16,2641.18,3,2,No
C000818,0,30,Month-to-month,DSL,No,Yes,Bank transfer,83.91,,1,1,Yes
C000819,0,35,Month-to-month,Fiber optic,No,Yes,Mailed check,44.29,1494.92,0,0,No
C000820,0,25,Month-to-month,DSL,No,Yes,Electronic check,79.63,1977.68,1,0,No
C000821,0,3,Month-to-month,DSL,Yes,No,Mailed check,69.38,216.85,2,0,No
C000822,0,4,Month-to-month,Fiber optic,No,No,Credit card,116.84,497.78,1,1,Yes
C000823,0,26,One year,Fiber optic,No,Yes,Electronic check,28.43,759.9,2,0,No
C000824,0,15,One year,Fiber optic,No,No,Electronic check,62.48,896.26,3,1,No
C000825,0,19,One year,Fiber optic,No,No,Credit card,41.54,825.6,0,1,No
C000826,0,19,Two year,Fiber optic,No,No,Credit card,64.63,1301.9,3,0,No
C000827,0,13,Month-to-month,DSL,Yes,No,Credit card,18.0,223.45,0,0,No
C000828,0,57,Month-to-month,Fiber optic,Yes,No,Credit card,41.97,2222.48,3,1,No
C000829,0,9,Month-to-month,Fiber optic,No,Yes,Bank transfer,62.58,558.39,1,1,Yes
C000830,0,72,Month-to-month,DSL,No,Yes,Bank transfer,50.28,4046.04,2,2,No
C000831,0,19,One year,No internet,No,No,Bank transfer,43.05,803.59,1,2,No
C000832,0,18,Month-to-month,DSL,No,Yes,Bank transfer,62.16,1107.88,0,1,Yes
C000833,1,8,Month-to-month,DSL,No,Yes,Electronic check,51.08,426.31,0,3,No
C000834,0,4,One year,DSL,No,No,Electronic check,41.91,155.83,1,1,Yes
C000835,0,35,Month-to-month,Fiber optic,Yes,No,Bank transfer,59.09,1934.4,0,1,No
C000836,0,44,Month-to-month,No internet,Yes,Yes,Bank transfer,65.87,2879.36,1,2,No
C000837,0,10,One year,Fiber optic,No,No,Credit card,73.5,772.82,1,0,No
C000838,0,6,One year,Fiber optic,No,No,Mailed check,21.54,126.9,0,0,No
C000839,0,17,Month-to-month,Fiber optic,No,Yes,Mailed check,54.93,897.84,1,1,No
C000840,0,18,One year,No internet,Yes,Yes,Electronic check,94.82,1535.48,2,2,No
C000841,0,28,Month-to-month,DSL,No,Yes,Electronic check,28.93,887.94,1,2,No
C000842,0,40,Month-to-month,Fiber optic,Yes,Yes,Electronic check,68.44,2531.1,3,0,Yes
C000843,0,14,One year,Fiber optic,No,Yes,Bank transfer,52.84,798.72,2,0,No
C000844,0,6,Month-to-month,Fiber optic,No,No,Credit card,92.45,531.03,3,0,Yes
C000845,0,19,Month-to-month,DSL,Yes,No,Electronic check,95.95,1949.95,2,1,Yes
C000846,1,23,One year,Fiber optic,Yes,Yes,Electronic check,71.84,,2,0,Yes
C000847,0,47,One year,DSL,No,Yes,Bank transfer,52.57,2341.27,1,1,No
C000848,0,11,Month-to-month,Fiber optic,No,Yes,Electronic check,25.44,289.8,3,1,No
C000849,0,22,One year,Fiber optic,No,Yes,Electronic check,51.87,1192.29,1,1,No
C000850,0,36,Month-to-month,No internet,Yes,Yes,Credit card,44.02,1705.3,4,0,No
C000851,0,28,Two year,DSL,No,Yes,Electronic check,66.13,1817.86,0,0,No
C000852,0,7,Month-to-month,DSL,Yes,No,Mailed check,104.01,782.67,1,0,No
C000853,1,12,Month-to-month,Fiber optic,No,Yes,Bank transfer,112.9,1363.9,0,0,Yes
C000854,0,22,Month-to-month,No internet,No,No,Credit card,72.87,1506.43,3,1,No
C000855,0,11,Two year,DSL,No,No,Credit card,68.34,797.57,1,1,No
C000856,0,7,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,61.93,466.78,2,0,Yes
C000857,1,1,One year,DSL,No,Yes,Electronic check,72.73,72.7,0,1,No
C000858,1,39,Two year,Fiber optic,No,Yes,Electronic check,60.17,2329.84,1,1,No
C000859,0,41,Two year,DSL,No,No,Bank transfer,109.2,,1,1,No
C000860,0,7,Month-to-month,Fiber optic,Yes,Yes,Mailed check,46.51,358.85,0,2,Yes
C000861,0,30,Month-to-month,Fiber optic,Yes,No,Electronic check,68.22,1894.49,1,2,Yes
C000862,0,5,One year,Fiber optic,No,No,Electronic check,49.93,265.77,1,1,No
C000863,0,43,One year,DSL,No,Yes,Mailed check,88.97,4295.43,3,0,No
C000864,0,72,Month-to-month,DSL,No,Yes,Electronic check,110.46,7534.18,4,0,No
C000865,0,30,Month-to-month,DSL,No,Yes,Mailed check,81.96,2545.15,3,1,No
C000866,0,16,Month-to-month,DSL,No,Yes,Mailed check,70.32,1129.77,0,0,Yes
C000867,0,9,Month-to-month,DSL,Yes,Yes,Bank transfer,66.78,614.16,1,0,Yes
C000868,0,7,One year,DSL,No,No,Mailed check,79.89,601.65,2,0,No
C000869,0,21,Month-to-month,Fiber optic,Yes,No,Credit card,53.86,1022.56,2,0,No
C000870,0,6,Month-to-month,Fiber optic,Yes,Yes,Mailed check,106.78,621.25,2,1,No
C000871,0,17,Month-to-month,No internet,No,Yes,Electronic check,109.64,1709.3,1,0,No
C000872,0,60,Month-to-month,Fiber optic,No,Yes,Credit card,90.82,5347.32,1,1,No
C000873,1,27,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,86.06,,3,1,Yes
C000874,0,35,Two year,Fiber optic,Yes,No,Credit card,55.7,1826.79,1,1,No
C000875,1,8,Month-to-month,No internet,Yes,Yes,Electronic check,111.32,865.58,1,0,No
C000876,0,25,Month-to-month,Fiber optic,Yes,No,Credit card,31.37,755.69,0,1,No
C000877,0,21,One year,DSL,No,Yes,Bank transfer,47.8,1028.43,0,1,No
C000878,0,11,Month-to-month,Fiber optic,No,No,Mailed check,118.74,1281.41,0,0,Yes
C000879,0,21,Month-to-month,DSL,No,No,Electronic check,55.65,1113.77,1,1,No
C000880,0,3,Two year,Fiber optic,Yes,Yes,Electronic check,45.71,130.8,0,1,No
C000881,0,37,Two year,DSL,No,Yes,Electronic check,24.86,911.13,3,3,No
C000882,0,12,One year,Fiber optic,No,Yes,Electronic check,91.82,1020.51,0,1,Yes
C000883,0,32,Month-to-month,DSL,No,Yes,Electronic check,95.69,2617.41,2,0,No
C000884,1,20,Month-to-month,No internet,Yes,No,Mailed check,71.36,1527.96,2,0,No
C000885,0,23,Month-to-month,DSL,No,Yes,Mailed check,25.65,594.67,0,0,No
C000886,0,32,Month-to-month,Fiber optic,No,Yes,Electronic check,64.02,1974.88,1,1,No
C000887,0,72,Month-to-month,Fiber optic,No,Yes,Electronic check,46.7,3330.04,0,0,No
C000888,1,12,Month-to-month,DSL,No,No,Electronic check,88.73,1111.91,0,1,Yes
C000889,0,17,One year,Fiber optic,No,No,Electronic check,102.73,1656.02,2,1,No
C000890,0,10,Month-to-month,DSL,No,No,Electronic check,77.29,774.34,2,2,Yes
C000891,0,39,Month-to-month,DSL,Yes,Yes,Bank transfer,76.94,2904.16,1,0,No
C000892,0,30,Two year,DSL,No,Yes,Electronic check,104.78,3376.56,2,1,No
C000893,0,34,Month-to-month,DSL,No,Yes,Credit card,108.64,3151.85,2,1,No
C000894,0,72,Month-to-month,Fiber optic,Yes,Yes,Credit card,36.89,2431.5,1,0,No
C000895,0,69,Month-to-month,DSL,No,Yes,Bank transfer,77.67,5814.54,0,1,No
C000896,0,49,One year,DSL,No,No,Electronic check,37.34,,2,0,No
C000897,1,58,One year,DSL,No,No,Electronic check,47.53,2625.15,1,1,No
C000898,0,8,Month-to-month,No internet,Yes,No,Mailed check,94.92,703.35,0,2,No
C000899,0,12,One year,Fiber optic,No,Yes,Credit card,38.95,401.64,1,2,Yes
C000900,0,26,Month-to-month,Fiber optic,No,Yes,Credit card,62.5,1615.13,0,1,Yes
C000901,0,41,Month-to-month,Fiber optic,Yes,No,Bank transfer,97.55,4163.19,1,1,No
C000902,0,8,One year,No internet,No,Yes,Credit card,78.05,635.94,0,1,No
C000903,0,72,Two year,Fiber optic,Yes,Yes,Electronic check,25.99,1731.11,0,2,No
C000904,0,12,Two year,Fiber optic,Yes,No,Mailed check,64.25,746.01,1,0,No
C000905,0,24,One year,DSL,No,Yes,Mailed check,61.11,1611.84,1,1,No
C000906,0,19,Month-to-month,Fiber optic,No,No,Electronic check,44.41,,0,0,No
C000907,1,38,Month-to-month,No internet,Yes,Yes,Bank transfer,117.47,4211.35,1,2,No
C000908,0,3,Two year,Fiber optic,Yes,No,Bank transfer,68.31,215.85,2,0,No
C000909,0,23,Month-to-month,Fiber optic,Yes,No,Credit card,68.22,1540.42,1,1,Yes
C000910,0,10,Month-to-month,No internet,Yes,Yes,Electronic check,92.51,820.13,0,1,Yes
C000911,1,16,One year,DSL,No,Yes,Electronic check,71.05,1077.52,2,1,No
C000912,0,23,Two year,DSL,Yes,No,Electronic check,34.31,832.45,0,0,No
C000913,0,25,One year,Fiber optic,Yes,Yes,Electronic check,67.2,1662.32,0,2,No
C000914,0,21,Month-to-month,No internet,No,Yes,Electronic check,77.66,1620.55,1,1,Yes
C000915,1,6,Month-to-month,DSL,No,No,Mailed check,71.18,443.39,2,1,Yes
